added,edges,eigenvalues,span_trees
"(1, 11, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (1, 11), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[9.13023953e+00 4.78822210e+00 3.22655991e+00 2.61803399e+00
 2.44397554e+00 1.85545077e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.88796098e-01 5.66003988e-01
 3.81966011e-01 3.00752060e-01 4.39615703e-16]",5
"(1, 14, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (1, 14), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[ 9.13927862e+00  4.81768863e+00  2.87095999e+00  2.61803399e+00
  2.43916248e+00  2.30059587e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  6.76284850e-01  5.11515389e-01
  3.81966011e-01  2.44514172e-01 -6.49999418e-16]",4
"(1, 9, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (1, 9), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[ 9.11397860e+00  4.75032336e+00  3.00000000e+00  2.61803399e+00
  2.46944577e+00  2.37267289e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  5.84323018e-01  5.11356166e-01
  3.81966011e-01  1.97900198e-01 -4.43918437e-16]",3
"(1, 12, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (1, 12), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[9.13650566e+00 4.75785394e+00 3.28367305e+00 2.52549790e+00
 2.37842192e+00 2.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 7.27217500e-01 5.65729763e-01
 4.24978885e-01 2.00121386e-01 1.25677604e-16]",4
"(1, 7, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (1, 7), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[ 9.13650566e+00  4.75785394e+00  3.28367305e+00  2.52549790e+00
  2.37842192e+00  2.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.27217500e-01  5.65729763e-01
  4.24978885e-01  2.00121386e-01 -7.43825718e-16]",4
"(1, 2, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (1, 2), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[ 9.11397860e+00  4.75032336e+00  3.00000000e+00  2.61803399e+00
  2.46944577e+00  2.37267289e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  5.84323018e-01  5.11356166e-01
  3.81966011e-01  1.97900198e-01 -6.36519403e-17]",3
"(1, 10, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (1, 10), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[9.13927862e+00 4.81768863e+00 2.87095999e+00 2.61803399e+00
 2.43916248e+00 2.30059587e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.76284850e-01 5.11515389e-01
 3.81966011e-01 2.44514172e-01 4.03251878e-16]",4
"(1, 13, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (1, 13), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[ 9.11397860e+00  4.75032336e+00  3.00000000e+00  2.61803399e+00
  2.46944577e+00  2.37267289e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  5.84323018e-01  5.11356166e-01
  3.81966011e-01  1.97900198e-01 -6.88348824e-16]",3
"(1, 8, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (1, 8), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[ 9.11397860e+00  4.75032336e+00  3.00000000e+00  2.61803399e+00
  2.46944577e+00  2.37267289e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  5.84323018e-01  5.11356166e-01
  3.81966011e-01  1.97900198e-01 -4.54586771e-16]",3
"(2, 8, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (2, 8), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[9.11397860e+00 4.75032336e+00 3.00000000e+00 2.61803399e+00
 2.46944577e+00 2.37267289e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 5.84323018e-01 5.11356166e-01
 3.81966011e-01 1.97900198e-01 2.50543969e-16]",3
"(2, 13, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (2, 13), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[9.11397860e+00 4.75032336e+00 3.00000000e+00 2.61803399e+00
 2.46944577e+00 2.37267289e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 5.84323018e-01 5.11356166e-01
 3.81966011e-01 1.97900198e-01 6.26236420e-16]",3
"(2, 14, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (2, 14), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[ 9.13927862e+00  4.81768863e+00  2.87095999e+00  2.61803399e+00
  2.43916248e+00  2.30059587e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  6.76284850e-01  5.11515389e-01
  3.81966011e-01  2.44514172e-01 -5.34346869e-16]",4
"(2, 11, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (2, 11), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[ 9.13023953e+00  4.78822210e+00  3.22655991e+00  2.61803399e+00
  2.44397554e+00  1.85545077e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  6.88796098e-01  5.66003988e-01
  3.81966011e-01  3.00752060e-01 -5.09077259e-17]",5
"(2, 12, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (2, 12), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[ 9.13650566e+00  4.75785394e+00  3.28367305e+00  2.52549790e+00
  2.37842192e+00  2.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.27217500e-01  5.65729763e-01
  4.24978885e-01  2.00121386e-01 -8.68226884e-16]",4
"(2, 9, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (2, 9), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[ 9.11397860e+00  4.75032336e+00  3.00000000e+00  2.61803399e+00
  2.46944577e+00  2.37267289e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  5.84323018e-01  5.11356166e-01
  3.81966011e-01  1.97900198e-01 -7.37354271e-17]",3
"(2, 10, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (2, 10), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[9.13927862e+00 4.81768863e+00 2.87095999e+00 2.61803399e+00
 2.43916248e+00 2.30059587e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.76284850e-01 5.11515389e-01
 3.81966011e-01 2.44514172e-01 5.27956483e-17]",4
"(2, 7, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (2, 7), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7)]","[ 9.13650566e+00  4.75785394e+00  3.28367305e+00  2.52549790e+00
  2.37842192e+00  2.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.27217500e-01  5.65729763e-01
  4.24978885e-01  2.00121386e-01 -6.25628818e-16]",4
"(7, 12, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7), (7, 12)]","[9.11397860e+00 4.75032336e+00 3.61803399e+00 2.46944577e+00
 2.37267289e+00 1.38196601e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.84323018e-01
 5.11356166e-01 1.97900198e-01 5.79547255e-17]",5
"(7, 11, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7), (7, 11)]","[ 9.11450147e+00  4.76349676e+00  3.53693968e+00  2.57551262e+00
  2.39825831e+00  1.32691445e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.13034779e-01
  4.82418526e-01  2.88923398e-01 -4.70160947e-16]",6
"(7, 14, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7), (7, 14)]","[9.11406068e+00 4.87299805e+00 3.26240664e+00 2.54685507e+00
 2.37340898e+00 1.80246150e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 7.73011352e-01 5.72201710e-01
 4.36567043e-01 2.46028962e-01 6.85481437e-16]",5
"(7, 13, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7), (7, 13)]","[ 9.13650566e+00  4.75785394e+00  3.28367305e+00  2.52549790e+00
  2.37842192e+00  2.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.27217500e-01  5.65729763e-01
  4.24978885e-01  2.00121386e-01 -4.03883488e-16]",4
"(7, 8, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7), (7, 8)]","[ 9.13650566e+00  4.75785394e+00  3.28367305e+00  2.52549790e+00
  2.37842192e+00  2.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.27217500e-01  5.65729763e-01
  4.24978885e-01  2.00121386e-01 -1.17808085e-15]",4
"(7, 10, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7), (7, 10)]","[9.11406068e+00 4.87299805e+00 3.26240664e+00 2.54685507e+00
 2.37340898e+00 1.80246150e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 7.73011352e-01 5.72201710e-01
 4.36567043e-01 2.46028962e-01 1.16473982e-16]",5
"(7, 9, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7), (7, 9)]","[ 9.13650566e+00  4.75785394e+00  3.28367305e+00  2.52549790e+00
  2.37842192e+00  2.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.27217500e-01  5.65729763e-01
  4.24978885e-01  2.00121386e-01 -5.98019352e-16]",4
"(8, 13, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 8), (0, 9), (0, 13), (3, 5), (3, 10), (3, 14), (4, 12), (5, 11), (6, 7), (8, 13)]","[ 9.11397860e+00  4.75032336e+00  3.00000000e+00  2.61803399e+00
  2.46944577e+00  2.37267289e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  5.84323018e-01  5.11356166e-01
  3.81966011e-01  1.97900198e-01 -5.23243737e-16]",3
